"species","gdd","urban","method"
11,282.044569582707,1,1
11,286.050028251286,1,1
11,378.198836596462,1,0
11,398.187506659956,0,0
11,332.431533013461,0,1
11,428.952403225051,1,0
11,428.729037283505,0,0
11,399.685542696458,1,0
11,276.615709067257,0,1
11,290.173505903132,1,1
11,410.24229940675,0,0
11,375.031821814516,1,0
11,309.383324467585,0,1
11,447.836048913337,0,0
11,282.183037660361,1,1
11,299.853847300495,0,1
11,306.401292256138,1,1
11,431.177325673545,0,0
11,316.917882106169,0,1
11,314.007614394281,1,1
11,312.625453134239,0,1
11,415.460197405323,0,0
11,293.0339398303,1,1
11,438.474532295721,0,0
11,386.202497475549,1,0
11,253.10069507366,1,1
11,332.72313073378,0,1
11,340.38052438096,0,1
11,271.155702130921,1,1
11,305.60731434819,0,1
11,320.772060678658,0,1
11,444.427321062736,0,0
11,284.196187119612,1,1
11,436.732898215149,0,0
11,384.350322418652,1,0
11,299.914089538299,0,1
11,382.742982389693,1,0
11,342.936611545358,0,1
11,335.795796854839,0,1
11,471.438023598077,0,0
11,440.818708225327,0,0
11,439.57799219142,0,0
11,402.202192632332,1,0
11,394.027871176582,0,0
11,448.683437074542,0,0
11,405.361020113563,0,0
11,287.537508843997,1,1
11,370.612105291451,1,0
11,447.695605721266,0,0
11,363.991371048658,1,0
12,330.865450258433,0,0
12,246.944994511295,0,1
12,245.94350156565,1,1
12,389.545660128313,0,0
12,325.09995965811,0,0
12,288.627279080118,1,0
12,303.848173353726,1,0
12,349.83005033754,0,0
12,390.972538266864,0,0
12,249.961549039202,0,1
12,242.990917463441,0,1
12,280.541704877031,1,0
12,255.748238729134,0,1
12,227.887390944267,1,1
12,243.149743554658,0,1
12,390.569497543825,0,0
12,373.270083047514,0,0
12,268.053578910205,0,1
12,271.237171268748,1,0
12,240.646745983388,0,1
12,335.208301898341,0,0
12,184.657278897529,1,1
12,225.753297407974,1,1
12,252.334848252823,0,1
12,370.892912620606,0,0
12,191.519309429502,1,1
12,343.458915358623,1,0
12,387.433094543057,0,0
12,261.035127952371,0,1
12,231.657541482014,1,1
12,222.784323331927,1,1
12,223.814909378088,0,1
12,367.090312572942,0,0
12,325.475440530141,1,0
12,372.782211847285,0,0
12,265.559866248983,1,1
12,362.211841718132,1,0
12,289.899954356317,0,1
12,252.289306664792,0,1
12,313.948294449629,1,0
12,336.192303854542,1,0
12,234.984110454003,0,1
12,377.057632268273,0,0
12,346.327628030822,1,0
12,203.95907333711,0,1
12,215.995135639966,1,1
12,349.993076722873,0,0
12,212.231957615954,0,1
12,311.551387183629,1,0
12,366.942010706647,0,0
12,332.943386635364,1,0
12,232.200643285002,1,1
12,332.791878231389,1,0
12,311.682138319946,0,1
12,266.304108837567,0,1
12,366.266055578594,0,0
12,234.873447461893,1,1
12,326.639051846954,1,0
12,278.171139437648,0,1
12,250.482361966313,0,1
12,301.659924300538,1,0
12,249.940583476198,0,1
12,225.732391151243,1,1
12,248.887256421933,0,1
12,282.56542307322,1,1
12,190.603848141182,1,1
12,241.106268616795,0,1
12,274.015111499288,0,1
12,267.546572511554,0,1
12,239.79202016206,0,1
12,202.08547896512,1,1
12,370.084704074828,0,0
12,340.228901467179,0,0
12,272.886525590976,0,1
12,229.884172963519,1,1
12,317.458576163721,0,0
12,358.237823168,1,0
12,213.862352069547,0,1
12,258.022971180039,0,1
12,355.69591715949,1,0
12,338.218302047101,0,0
12,245.232165712397,1,1
12,226.821343664883,1,1
12,362.398448302818,0,0
12,261.17739817226,0,1
12,281.622466463876,1,0
12,229.328896758964,1,1
12,330.460290270773,0,0
12,209.981958491644,1,1
12,337.166592772659,0,0
12,244.67748353831,1,1
12,291.082621816074,1,0
12,262.669796544491,0,1
12,250.238156489984,1,1
12,344.630559544182,0,0
12,281.738118467235,0,1
12,286.705802766583,0,1
12,335.682736137604,1,0
12,368.951843357515,0,0
12,228.04660337373,1,1
12,346.119179720623,0,0
12,221.218093298919,1,1
12,274.60214222385,0,1
12,371.996344527581,0,0
12,316.39828235428,1,0
12,218.291968762141,1,1
12,221.947010553508,1,1
12,350.726768060335,1,0
12,290.361380036731,0,1
12,345.530349118128,1,0
12,236.071311696144,1,1
12,249.485502023832,0,1
12,352.690489879089,1,0
12,255.700577368942,1,1
12,307.870421680609,1,0
12,253.730878441617,0,1
12,220.750165710106,1,1
12,363.572838960155,0,0
12,289.800335501853,0,1
12,237.499174687537,1,1
12,224.349066553363,0,1
12,281.002792938502,0,1
12,344.529428481744,1,0
12,303.052877257948,1,0
12,279.134389413737,0,1
12,345.405058511778,0,0
12,352.073588083474,0,0
12,387.131372699642,0,0
12,279.879236921027,0,1
12,246.126629722653,0,1
12,382.050167518866,0,0
12,272.350482415399,0,1
12,320.409037017552,1,0
12,249.381122641778,1,1
12,204.047439807815,1,1
12,217.389932354108,1,1
12,324.517026373701,1,0
12,297.073625641681,1,0
12,283.98005982419,1,0
12,240.455863849194,1,1
12,349.333359119123,1,0
12,362.415584801302,0,0
12,355.248527585285,0,0
12,323.73262629094,1,0
12,335.904904742277,1,0
12,360.061517682216,0,0
12,330.85263540721,1,0
12,241.216492321418,1,1
12,355.752200948948,1,0
12,254.844293113371,0,1
12,322.936039323336,1,0
12,199.342279553957,1,1
12,249.627350486727,1,1
12,261.125519158133,1,1
12,246.182106111476,1,1
12,331.755540575798,0,0
12,326.924205745457,1,0
12,309.201783773876,1,0
12,397.966521462138,0,0
12,277.421728219414,0,1
12,228.822316272884,1,1
12,231.116585813947,1,1
12,300.352241298445,1,0
12,367.924236801574,0,0
12,335.882362051451,1,0
12,338.17800402148,0,0
12,360.428421426489,1,0
12,349.982648284543,0,0
12,258.910735144676,1,1
12,346.695071311638,1,0
12,219.483758796855,1,1
12,321.338410291569,1,0
12,317.38174173262,1,0
12,315.100641253618,1,0
12,361.202390384782,0,0
12,259.329519870394,0,1
12,294.516459298519,0,1
12,197.166870376765,1,1
12,340.829017527919,0,0
12,232.452983549474,1,1
12,335.836105766033,1,0
12,265.792108762442,0,1
12,334.382394436015,0,0
12,284.76131196749,0,1
12,291.113629534967,0,1
12,290.747302176373,1,0
12,233.582725473106,1,1
12,345.872968080706,1,0
12,378.234296458679,0,0
12,214.537541031216,1,1
12,202.603467086784,1,1
12,333.598973573653,1,0
12,254.940917890885,0,1
12,224.396110928688,1,1
12,308.794471724689,1,0
12,234.994735080851,1,1
12,343.036952124699,0,0
12,200.944705355243,1,1
12,256.82479674707,0,1
12,317.253935366579,0,0
13,167.175265689122,0,1
13,274.555139230786,1,0
13,273.242468638716,1,0
13,128.482523340735,1,1
13,166.333730529024,0,1
13,160.921376072434,0,1
13,167.372115227705,0,1
13,274.70546871704,1,0
13,284.220287048955,1,0
13,269.961493965082,1,0
13,124.165998928132,0,1
13,271.021708819462,1,0
13,186.099802834262,0,1
13,317.704821971641,0,0
13,294.346243701702,1,0
13,147.802755204349,1,1
13,289.629925430557,1,0
13,319.082219834018,0,0
13,181.431442632428,0,1
13,302.86678326812,1,0
13,277.190097090677,1,0
13,160.514986796942,0,1
13,146.45873868775,0,1
13,320.770874614158,0,0
13,278.376940126562,1,0
13,146.799098399178,1,1
13,152.610767566927,1,1
13,159.5412053311,1,1
13,307.010684368293,1,0
13,307.091397839275,1,0
13,162.471834654049,1,1
13,166.780018532027,1,1
13,314.984109927962,0,0
13,117.884002597992,1,1
13,304.355991596383,1,0
13,163.591297184089,0,1
13,106.305746496697,1,1
13,176.897616332516,0,1
13,157.090485861404,0,1
13,171.03781769074,1,1
13,157.509106688864,1,1
13,333.825981162459,0,0
13,132.456236463873,0,1
13,117.335107294861,1,1
13,299.177348775226,1,0
13,291.912025899556,1,0
13,300.763023885583,1,0
13,297.553661383352,1,0
13,306.663860473768,1,0
13,363.906172787465,1,0
13,301.326747597916,0,0
13,276.300874733861,1,0
13,132.036144800285,1,1
13,313.319466906369,0,0
13,135.30208587656,0,1
13,338.932499232889,0,0
13,146.424389511709,0,1
13,142.445921255312,0,1
13,255.041474590136,1,0
13,157.062811830193,1,1
13,172.901508053963,0,1
13,210.142704844281,0,1
13,310.408156400689,1,0
13,213.426323211484,0,1
13,331.797334250915,0,0
13,318.446901331826,0,0
13,168.736283749222,0,1
13,316.248173522706,0,0
13,308.569409740427,1,0
13,327.574510607325,1,0
13,356.91914263234,0,0
13,137.809379150868,1,1
13,160.205359634006,0,1
13,355.276871086657,0,0
13,283.76697567097,1,0
13,270.792388438171,1,0
13,340.68509281392,0,0
13,140.739184141164,1,1
13,300.381090223654,1,0
13,130.214328897977,1,1
13,124.571821680128,1,1
13,162.610325407882,0,1
13,281.489424966132,1,0
13,85.9619222995254,1,1
13,152.195537254969,1,1
13,368.893369046794,0,0
13,169.740735755455,0,1
13,133.24015766155,1,1
13,340.468563803232,0,0
13,252.960362252032,1,0
13,175.409042693797,0,1
13,172.898503999904,0,1
13,275.75646083394,1,0
13,308.036596045865,1,0
13,114.841442237841,1,1
13,173.959854065304,0,1
13,179.442774896613,0,1
13,160.608458462359,1,1
13,289.303374165551,1,0
13,116.038182443516,1,1
13,305.410230393619,1,0
13,318.508435877769,0,0
13,276.198874881122,1,0
13,298.709367214356,0,0
13,142.269061773497,1,1
13,306.100889009667,1,0
13,194.046649168218,0,1
13,356.520838894887,0,0
13,306.734027587884,0,0
13,112.64760449164,1,1
13,324.639966706231,0,0
13,135.887919420783,1,1
13,138.700385996985,0,1
13,186.563648376771,0,1
13,128.368635079605,1,1
13,169.970845995121,1,1
13,276.078584166634,1,0
13,276.121325181623,1,0
13,313.7845171682,1,0
13,292.550867902114,1,0
13,150.93775457972,1,1
13,103.450632583004,1,1
13,145.56713546292,0,1
13,323.38966162473,0,0
13,185.793976574097,0,1
13,318.968676692229,1,0
13,187.773263038989,0,1
13,322.988326521494,0,0
13,144.299015260836,1,1
13,351.038117772616,0,0
13,159.159532913485,0,1
13,162.332574375267,0,1
13,153.217344892468,1,1
13,146.103764448922,1,1
13,241.594575683422,1,0
13,298.083759900023,1,0
13,334.10212227134,0,0
13,363.740177099427,0,0
13,170.194182152481,0,1
13,274.676722234478,1,0
13,141.852956970431,1,1
13,273.279332319414,1,0
13,180.389960653218,0,1
13,293.252708632887,1,0
13,319.602033787917,0,0
13,321.732211647945,0,0
13,173.12909051566,0,1
13,103.091637917332,1,1
13,133.493359563392,1,1
13,300.068855150392,1,0
13,297.566530658048,1,0
13,136.251980822882,1,1
13,338.841692324699,0,0
13,292.93850032286,1,0
13,334.986865072777,0,0
13,258.631854315082,1,0
13,350.373500179178,0,0
13,206.590487695877,0,1
13,292.858556033764,1,0
13,140.371139165439,1,1
13,86.3577452255111,1,1
13,154.546383459722,1,1
13,108.802700570677,1,1
13,157.085679187275,1,1
13,175.495452031171,0,1
13,111.713699057309,1,1
13,330.055968014227,0,0
13,294.960793124335,1,0
13,164.190561215985,0,1
13,102.6244119796,1,1
13,118.180166114641,1,1
13,323.260946860686,0,0
13,345.011353532691,0,0
13,278.772479071396,1,0
13,338.680871766445,0,0
13,276.920392989644,1,0
13,309.369694949099,0,0
13,164.701595723509,0,1
13,359.781455395613,0,0
13,180.97651010039,0,1
13,313.79172906831,1,0
13,126.811890151232,1,1
13,292.405797778833,1,0
13,291.962085672429,1,0
13,263.429289731699,1,0
13,272.939717606688,1,0
13,128.427096983117,1,1
13,370.619454728564,0,0
13,302.455834318012,1,0
13,174.81712632928,0,1
13,292.087355372192,1,0
13,162.863024673308,0,1
13,282.810742185959,0,0
13,171.823948746682,0,1
13,296.893778877113,1,0
13,332.141433548234,0,0
13,389.657670676971,0,0
13,337.526135156267,0,0
13,355.631370897547,0,0
13,157.789111780505,1,1
14,238.115310629572,1,1
14,373.287070600175,1,0
14,282.675908048584,1,1
14,245.702509197811,1,1
14,392.402728341157,0,0
14,222.362645647392,1,1
14,252.8023108358,1,1
14,251.672686058348,1,1
14,243.858036234064,1,1
14,253.538431658826,1,1
14,362.982428850693,1,0
14,255.591373186355,1,1
14,460.021151751811,0,0
14,215.695963330998,1,1
14,339.665784440421,1,0
14,246.601817563458,1,1
14,339.885082502922,1,0
14,344.093788648856,1,0
14,400.355477468395,0,0
14,426.84090535099,0,0
14,393.326039029378,1,0
14,382.165656473341,1,0
14,269.784663225086,1,1
14,407.739836125182,0,0
14,362.170321798556,1,0
14,421.645881401832,0,0
14,239.279091748788,1,1
14,315.412656959058,0,1
14,222.917865058062,1,1
14,373.566741665659,1,0
14,413.548364654907,0,0
14,301.699639332222,0,1
14,283.764897209463,0,1
14,345.305469856938,0,1
14,302.839658944217,0,1
14,331.620826584574,0,1
14,280.057282982325,1,1
14,232.281297985687,1,1
14,230.277891869467,1,1
14,239.576812387768,1,1
14,335.908740935094,1,0
14,262.439959751291,1,1
14,281.543606953997,1,1
14,328.648479999102,1,0
14,394.518555141885,0,0
14,383.393702536364,1,0
14,314.085371695044,0,1
14,472.58519761129,0,0
14,288.094586303535,1,1
14,353.132196798918,1,0
14,418.283406361855,0,0
14,291.581630374311,0,1
14,298.263406963692,0,1
14,467.308300107044,0,0
14,419.873815241901,0,0
14,248.308555142877,1,1
14,294.021627380298,0,1
14,266.378775662322,1,1
14,432.893265419194,0,0
14,470.649967977134,0,0
14,370.077431277931,1,0
14,330.025594012733,1,0
14,253.054113062937,1,1
14,356.997747831151,1,0
14,359.379471160782,1,0
14,411.572207293948,0,0
14,260.66996794175,1,1
14,364.385030429277,1,0
14,337.049192251394,1,0
14,334.361134445578,0,1
14,381.832062348863,1,0
14,456.202657575733,0,0
14,285.775482265246,0,1
14,317.629807267514,0,1
14,249.800566138224,1,1
14,426.793674543911,0,0
14,218.646905193872,1,1
14,437.973672767101,0,0
14,270.353098556301,1,1
14,383.205162221946,1,0
14,427.745811846705,0,0
14,234.857165090809,1,1
14,343.494145144379,1,0
14,342.823153166758,1,0
14,309.208335792274,0,1
14,348.383886155026,1,0
14,418.077660677857,0,0
14,388.341388801937,1,0
14,438.15122182021,0,0
14,422.951691337916,0,0
14,454.048418085843,0,0
14,254.296502014365,1,1
14,394.573434173492,0,0
14,355.369022621842,1,0
14,284.881634286758,1,1
14,437.676958343492,0,0
14,287.327932779639,1,1
14,239.381633047283,1,1
14,304.46846228804,0,1
14,328.119745159697,0,1
14,387.401602819591,1,0
14,257.994674486485,1,1
14,252.85245051104,1,1
14,237.896861552156,1,1
14,297.830366046397,0,1
14,296.716996548274,0,1
14,347.901457382509,1,0
14,351.729676049729,1,0
14,366.459019335384,1,0
14,296.568503967177,0,1
14,429.730905242456,0,0
14,328.521630787782,0,1
14,368.255920009336,1,0
14,393.95451930786,1,0
14,384.126614908087,0,0
14,292.711460648186,0,1
14,360.980602196014,1,0
14,373.57716794161,1,0
14,243.514288561457,1,1
14,358.055515145933,1,0
14,316.537855738391,0,1
14,273.446901374609,0,1
14,381.835184252544,1,0
14,344.611554360277,1,0
14,381.423209995184,1,0
14,352.232348614603,1,0
14,228.409653621211,1,1
14,443.683621144479,0,0
14,240.074196932572,1,1
14,307.131064937872,0,1
14,446.028248953369,0,0
14,283.521502812926,0,1
14,370.975113643727,1,0
14,276.242628841011,1,1
14,362.784083691887,1,0
14,438.26432361326,0,0
14,386.956388699536,1,0
14,301.940127564697,0,1
14,462.137853925045,0,0
14,432.312616132133,0,0
14,378.285925230792,1,0
14,455.105470044634,0,0
14,390.075521129924,1,0
14,442.154051670651,0,0
14,332.243266745613,0,1
14,295.683201056785,0,1
14,296.297338518047,0,1
14,292.580959317803,1,1
14,236.84022189666,1,1
14,423.131553465703,0,0
14,456.025821910478,0,0
14,368.55132247089,1,0
14,358.204163135382,1,0
14,371.229430995944,1,0
14,424.994651052981,0,0
14,360.384640001308,1,0
14,366.241472402838,1,0
14,251.898263627517,1,1
14,408.668936047593,0,0
14,293.3614940666,0,1
14,348.906378202735,1,0
14,337.535392247416,0,1
14,306.337178783726,0,1
14,282.557981459607,0,1
14,330.00194749642,0,1
14,470.592196726255,0,0
14,316.772958974606,0,1
14,387.358541185798,1,0
14,238.65625417589,1,1
14,362.518701512913,1,0
14,357.155931954093,1,0
14,355.278889530595,1,0
14,420.111541907365,0,0
14,251.088996093798,1,1
14,286.946106946542,0,1
14,255.30225485419,1,1
14,247.963916162161,1,1
14,411.759020621372,0,0
14,273.563913429594,1,1
14,395.040558642736,0,0
14,269.879223010317,1,1
14,375.707377343291,1,0
14,476.623592357885,0,0
14,284.69562253911,0,1
14,405.179310131454,0,0
14,487.008846701059,0,0
14,381.491658766582,1,0
14,269.907656575657,1,1
14,291.951145513271,0,1
14,246.900864497108,1,1
14,466.389970591731,0,0
14,432.794312910426,0,0
14,450.406363802129,0,0
14,369.704460902581,1,0
14,379.905506685917,1,0
14,297.333094453301,0,1
14,354.755668552232,1,0
14,289.445298901837,1,1
14,396.900756838391,1,0
14,448.423499796801,0,0
15,322.893820913337,1,1
15,257.784319133271,1,1
15,338.122451812246,1,0
15,409.451933654487,0,0
15,286.960015198428,1,1
15,315.748701383688,1,1
15,271.875684043077,1,1
15,355.3525593196,0,1
15,413.417743436037,0,0
15,347.298457872481,1,0
15,278.332086042787,1,1
15,352.159297552806,1,0
15,342.160074384481,1,0
15,270.126669374,1,1
15,334.793780993131,0,1
15,364.126619635006,0,1
15,421.023802159963,0,0
15,356.996998678107,1,0
15,377.610930625129,1,0
15,366.570025529188,1,0
15,305.499848548723,1,1
15,345.050318410244,1,0
15,281.367371119153,1,1
15,347.36446723399,1,0
15,434.766614379604,0,0
15,352.715849964741,1,0
15,431.149450860878,0,0
15,309.054155315805,1,0
15,328.885539929839,1,0
15,350.19079635207,0,1
15,367.154755216734,1,0
15,420.367231805384,0,0
15,457.165955753062,0,0
15,332.931421547043,0,1
15,426.598515278021,0,0
15,369.189099230813,0,1
15,411.639524992047,0,0
15,362.928255183227,1,0
15,353.041172114605,1,0
15,374.256854283879,1,0
15,407.22166471543,0,0
15,430.30720742931,0,0
15,279.010577973006,1,1
15,421.045061001569,0,0
15,413.463280755226,0,0
15,332.822855220274,0,1
15,361.409727982507,1,0
15,337.654323087023,1,1
15,287.508100589806,1,1
15,336.906065986249,1,0
15,370.155695254958,1,0
15,263.395120285445,1,1
15,422.174255340328,0,0
15,377.064990666873,1,0
15,370.377757377519,1,0
15,344.734002820322,0,1
15,347.40227919226,0,1
15,292.00826699577,1,1
15,368.490267979653,0,1
15,330.69485315447,1,0
15,461.935931002323,0,0
15,324.514613965527,1,0
15,439.03398034985,0,0
15,349.565492816587,1,0
15,430.00573880524,0,0
15,356.696746571218,1,0
15,347.28072134785,1,0
15,360.923768995973,1,0
15,342.683139391778,0,1
15,298.115766262455,1,1
15,428.149548131045,0,0
15,284.672774308277,1,1
15,364.068694261602,0,1
15,392.340811637358,1,0
15,300.64199972941,1,1
15,361.421479273398,1,0
15,333.221301751525,0,1
15,415.40741576805,0,0
15,400.101292255726,0,0
15,294.134114956475,1,1
15,302.574822792561,1,1
15,368.030308450173,0,1
15,330.361501545103,1,0
15,411.434041442247,0,0
15,327.138924883145,0,1
15,367.826644124677,0,1
15,242.51062009624,1,1
15,306.898774914213,1,1
15,361.352939283906,0,1
15,290.915318795715,1,1
15,276.93241772684,1,1
15,347.166522000578,1,0
15,347.210158435183,1,0
15,398.202657524949,0,0
15,309.24844768575,0,1
15,305.031650528165,1,1
15,391.896351104504,0,0
15,439.531413847752,0,0
15,462.499033774069,0,0
15,420.853042802001,0,0
15,309.166793623514,1,1
15,398.958930944677,0,0
15,360.070282632508,0,1
15,318.287297583518,1,1
15,335.992135322338,0,1
15,392.024619079264,0,0
15,370.970686325211,0,1
15,375.262673464827,0,1
15,343.79551644871,1,0
15,373.064263265051,0,1
15,420.443810338425,0,0
15,340.370373744284,0,1
15,324.673192335842,0,1
15,352.509751830907,0,1
15,341.632379904108,1,0
15,430.01222368235,0,0
15,266.794185132176,1,1
15,335.181357966919,0,1
15,432.954015326892,0,0
15,411.219436183264,0,0
15,393.958846065965,0,0
15,374.026817735191,1,0
15,349.771243037611,0,1
15,411.539403233386,0,0
15,295.42907494202,1,1
15,355.697487151567,0,1
15,302.411532187847,1,1
15,272.062593630557,1,1
15,362.176871524133,1,0
15,334.730449707792,0,1
15,347.815616178345,0,1
15,334.27365106906,1,0
15,384.523818314353,1,0
15,443.280341274122,0,0
15,364.321831063153,1,0
15,300.913291423632,1,1
15,354.417315815492,1,0
15,321.064605029922,0,1
15,266.141297926849,1,1
15,395.081900039758,0,1
15,342.863534902373,1,0
15,427.360362114844,0,0
15,300.523149068379,1,1
15,258.372879437637,1,1
15,443.710611511304,0,0
15,461.737371033301,0,0
15,356.283313282286,1,0
15,322.739873229327,1,1
15,454.380436143252,0,0
15,281.877836494145,1,1
15,318.825700706887,1,0
15,318.785082271039,1,0
15,343.385021804207,1,0
15,318.611114131872,1,0
15,342.731179533274,0,1
15,321.394954531036,1,0
15,300.817780314383,1,1
15,432.874415235706,0,0
15,341.984455800651,1,0
15,410.395072857784,0,0
15,422.144195439034,0,0
15,430.374269585226,0,0
15,343.039632908867,1,0
15,365.193724549912,1,0
15,292.792332339888,1,1
15,416.485286781743,0,0
15,284.06278594008,1,1
15,280.997268257855,1,1
15,407.775616125282,0,0
15,350.507020602437,1,0
15,416.421590655902,0,0
15,447.066758716599,0,0
15,318.251368322437,1,0
15,446.219179338517,0,0
15,373.490455095334,0,1
15,331.365428863826,1,0
15,405.497487416747,0,0
15,434.553358782208,0,0
15,364.146474190025,1,0
15,291.941140245654,1,1
15,228.022079504392,1,1
15,360.836207255449,1,0
15,363.088620142952,1,0
15,323.37798504211,0,1
15,419.465371311849,0,0
15,294.950367013931,1,1
15,411.376985882108,0,0
15,345.214488134036,1,0
15,347.182176950251,1,0
15,313.92394753851,0,1
15,266.025211923709,1,1
15,370.138174094464,1,0
15,331.902169869101,1,0
15,325.187758041268,1,0
15,363.713646031239,1,0
15,338.133720227863,1,0
15,400.890512313375,0,0
15,418.235072515318,0,0
15,433.930594599148,0,0
15,349.872435552786,1,0
16,154.212086026447,1,1
16,371.402404283844,0,0
16,245.092174644742,0,1
16,189.665539895344,1,1
16,242.401476969217,1,0
16,264.967128983084,1,0
16,189.81477691694,1,1
16,241.665313702158,0,1
16,132.71991977825,1,1
16,149.025695595685,1,1
16,195.339506112063,1,1
16,176.651770223439,1,1
16,203.064566978909,1,1
16,238.003303165868,0,1
16,215.860123187864,0,1
16,288.226232026619,0,0
16,166.84300155824,1,1
16,225.747923280628,0,1
16,238.228836124872,0,1
16,285.90638773126,1,0
16,298.652968612078,0,0
16,245.103587940603,1,0
16,311.910281023807,0,0
16,165.20796457859,1,1
16,245.060951356157,1,0
16,350.065142447291,0,0
16,249.942380573413,1,0
16,338.775353109323,0,0
16,258.086265439413,1,0
16,261.914124422624,0,1
16,175.008772490067,1,1
16,240.488632280283,0,1
16,191.476992427802,1,1
16,242.41221465584,1,0
16,225.059534078241,0,1
16,284.207404698829,1,0
16,149.530316715485,1,1
16,211.20496006065,1,1
16,188.097786034953,0,1
16,344.720183340419,0,0
16,295.80429661173,0,1
16,215.490411427423,0,1
16,308.44473578335,0,0
16,199.815137526003,1,1
16,243.898474766856,1,0
16,229.128561899531,1,0
16,241.669712866667,1,0
16,188.558153860897,1,1
16,317.082687454715,0,0
16,362.297405012625,0,0
16,241.254566596643,1,0
16,329.070263096042,0,0
16,198.193447342127,0,1
16,217.546480176852,1,0
16,322.947882901855,0,0
16,174.415136486124,1,1
16,211.228964914846,0,1
16,298.277585506845,0,0
16,170.706940752586,1,1
16,283.469130576421,1,0
16,205.614284531633,1,1
16,303.66000041852,0,0
16,307.773432157906,0,0
16,311.254901202342,0,0
16,252.358089685397,0,1
16,273.936070972688,1,0
16,252.71302865101,1,0
16,217.114654908145,0,1
16,173.663614871546,1,1
16,269.306975282825,1,0
16,331.695740174832,0,0
16,341.446272189594,0,0
16,241.053994092369,0,1
16,204.121381643107,1,1
16,224.757514209024,1,0
16,336.644566672793,0,0
16,230.218976847069,0,1
16,344.424252258621,0,0
16,203.345226079445,1,1
16,182.3973577177,1,1
16,330.496277285368,0,0
16,193.432663209716,1,1
16,248.450736266024,1,0
16,229.928087297198,0,1
16,272.32821105383,1,0
16,185.660501039873,0,1
16,330.393232282272,0,0
16,271.862230244623,1,0
16,303.376765247228,0,0
16,157.803828038313,1,1
16,283.031059364906,1,0
16,243.763428976555,1,0
16,301.697419343973,0,0
16,300.870106958146,0,0
16,191.299163614643,1,1
16,218.277060605931,0,1
16,248.334353317523,1,0
16,317.681874238775,0,0
16,228.926954285456,0,1
16,191.582833295451,0,1
16,167.031632534754,1,1
16,304.888445557807,0,0
16,217.753050550829,1,1
16,241.482355838237,0,1
16,248.028519431505,1,0
16,158.64806751538,1,1
16,240.743496481371,0,1
16,222.003011983013,1,1
16,229.030805706343,0,1
16,241.381068927866,1,0
16,223.072850984938,0,1
16,261.149090224522,0,1
16,328.918283673595,0,0
16,300.071079531559,0,0
16,197.011832862888,1,1
16,259.056350929848,1,0
16,310.491643788887,0,0
16,316.014072587537,0,0
16,370.508669821073,0,0
16,161.648319979097,1,1
16,169.030527816799,1,1
16,263.136688678122,1,0
16,243.273954909891,1,0
16,237.404270108175,0,1
16,300.825767487548,0,0
16,218.190444967712,0,1
16,247.735169994559,1,0
16,282.9126654145,1,0
16,256.006384433569,0,1
16,179.029072058045,1,1
16,272.761787860233,1,0
16,246.003246459096,0,1
16,282.083386957437,0,0
16,233.184797938349,1,1
16,339.206966757541,0,0
16,245.762680767997,0,1
16,236.672997333543,1,0
16,245.81735319573,1,0
16,217.884139035113,1,1
16,261.459453988068,1,0
16,324.75647397638,0,0
16,226.851827743165,0,1
16,188.195771499145,1,1
16,305.777464874616,0,0
16,177.585420083711,1,1
16,263.73923535517,1,0
16,246.526954490266,1,0
16,321.965045908311,0,0
16,236.606191763365,0,1
16,305.538898498797,0,0
16,219.797384862642,1,1
16,210.305256450829,1,1
16,352.242816948912,0,0
16,165.413547413407,1,1
16,157.853058405999,1,1
16,236.715346223714,0,1
16,172.941311572376,1,1
16,189.875490198991,1,1
16,185.553078227248,1,1
16,273.056981457507,1,0
16,219.561506978159,1,0
16,336.638243387556,0,0
16,224.626888964054,1,0
16,209.185208469485,0,1
16,205.097393719697,0,1
16,380.44389865037,0,0
16,299.74157673691,1,0
16,256.643834966839,1,0
16,242.234161755881,0,1
16,321.785459458124,0,0
16,252.674302813092,1,0
16,303.227908386844,0,0
16,237.194200560637,0,1
16,271.921178095267,1,0
16,164.546250152946,1,1
16,321.411897781915,0,0
16,190.306177631464,0,1
16,352.258055865355,0,0
16,245.528418875529,1,0
16,274.79442301494,1,0
16,237.194144992342,1,0
16,181.785225954834,1,1
16,263.40719674334,1,0
16,247.559926319669,1,0
16,155.463812321877,1,1
16,270.940859714421,1,0
16,234.494777147281,0,1
16,225.728701932568,0,1
16,206.852364921186,1,1
16,265.430970302749,1,0
16,295.970322798956,0,0
16,350.231589400196,0,0
16,218.798016108635,1,1
16,205.067922895654,0,1
16,238.112510101538,0,1
16,275.49343171617,1,0
16,320.582946445939,0,0
16,345.063229183785,0,0
16,229.141184704583,1,1
16,295.790346617976,1,0
17,412.535465947778,0,0
17,232.70816657949,1,1
17,215.565020264419,1,1
17,212.798073433159,1,1
17,296.660424265952,1,0
17,327.493148530605,1,0
17,350.765753359286,1,0
17,224.6140322518,1,1
17,267.191698567769,0,1
17,375.979386846925,0,0
17,325.817824670368,1,0
17,258.875450979057,0,1
17,334.501524137194,1,0
17,384.170742234183,0,0
17,239.337586619883,1,1
17,284.152670836427,0,1
17,367.374070829991,0,0
17,399.387206619944,0,0
17,326.918551986787,1,0
17,239.124463636648,1,1
17,342.82202468097,1,0
17,277.53855924479,0,1
17,366.147044415278,1,0
17,375.846856998199,0,0
17,271.175151491663,0,1
